StoreNo,TimeStamp,TotalValueEclGST,NumberOfChicken,NumberApple,NumberOfBanana,NumberOfBeer,HourOfDay,MinuteOfHour
74430,2017/12/28 18:43:44,158,7,14,5,4,3,59
05730,2018/6/14 5:19:28,151,9,9,7,1,6,18
91644,2018/8/17 11:50:02,165,7,17,5,3,4,9
75361,2018/10/1 5:21:19,144,8,11,4,4,5,32
81531,2018/1/8 9:12:59,205,11,13,9,3,3,39
96962,2018/9/15 10:50:16,124,6,11,3,4,7,29
51406,2018/7/12 16:42:03,117,3,13,4,3,2,28
56199,2018/2/19 23:18:44,162,7,11,7,4,16,53
06707,2018/2/25 22:43:54,174,8,14,5,6,1,31
37078,2018/1/6 0:54:20,160,16,8,4,0,5,20
00246,2018/9/24 8:00:03,162,4,17,5,6,22,14
98002,2017/12/28 2:27:25,134,4,6,7,6,2,7
74108,2018/8/13 20:36:51,208,11,19,7,2,12,45
48874,2018/6/17 20:44:56,127,7,11,2,5,14,29
65559,2017/12/13 14:09:27,159,6,15,6,3,19,22
79833,2018/8/25 11:15:20,150,11,10,3,4,22,52
30398,2018/3/14 12:14:50,101,3,9,4,3,9,11
71919,2018/4/28 4:40:59,115,2,12,5,3,19,46
82309,2018/11/1 16:57:00,245,14,16,9,5,19,51
07198,2018/6/25 2:36:11,171,8,13,7,3,8,12
99986,2018/11/2 18:05:46,220,9,18,8,6,13,37
91757,2018/5/30 20:09:27,143,8,11,2,7,14,15
56551,2018/5/2 12:20:33,165,9,14,5,3,2,4
86728,2018/11/3 1:29:00,201,10,13,8,5,9,4
04202,2018/4/27 1:09:40,183,9,19,6,1,0,51
91254,2017/12/14 5:58:01,211,20,13,3,3,10,10
74466,2018/3/11 19:32:45,149,6,13,7,1,4,26
72593,2018/7/26 6:03:58,136,7,8,4,6,10,21
61472,2018/8/30 15:20:32,154,6,16,3,6,23,56
33565,2018/3/14 2:59:27,192,6,18,8,4,19,19
14927,2018/4/5 2:23:40,198,8,18,6,6,17,7
72697,2018/6/19 3:11:16,106,9,9,2,0,5,41
71780,2018/10/27 15:24:10,164,7,11,6,6,19,0
47998,2018/4/27 6:53:05,174,4,18,6,6,15,29
39453,2018/3/1 12:14:04,185,10,13,6,5,16,18
16638,2018/10/8 15:21:18,166,7,13,4,8,13,45
73453,2017/12/29 22:45:18,192,11,15,7,2,18,56
46155,2018/9/2 21:10:20,161,8,17,5,1,20,42
68400,2018/9/10 14:29:10,180,8,14,7,4,3,25
30829,2018/5/10 23:10:27,85,5,6,2,3,13,12
49464,2017/12/23 15:06:31,106,5,6,4,4,0,58
43687,2017/11/27 7:49:56,153,8,11,7,1,6,50
47961,2018/3/27 8:35:51,125,5,12,4,3,8,49
52093,2018/4/21 18:46:50,131,6,8,6,3,14,31
96670,2017/12/1 11:38:23,129,3,7,6,7,0,53
27403,2018/1/8 0:34:11,115,11,7,2,1,19,57
10283,2018/7/28 11:04:25,179,8,11,9,3,19,22
21259,2018/1/16 7:13:18,200,13,16,6,2,7,15
47350,2018/9/29 22:20:37,220,10,19,8,4,18,13
58751,2018/6/11 5:12:10,170,7,13,7,4,20,40
91407,2018/10/18 2:09:06,180,6,17,7,4,22,24
01926,2018/10/20 6:39:19,86,3,4,4,4,1,41
64073,2018/8/2 0:06:49,146,10,10,2,6,20,13
65444,2018/3/14 11:03:40,108,4,12,2,4,5,15
06198,2018/3/31 4:43:39,135,11,5,3,5,2,48
90681,2018/9/16 4:09:02,192,8,14,6,8,12,46
10886,2018/2/21 1:57:51,158,10,14,4,2,23,10
36810,2018/10/5 18:57:26,122,3,8,4,8,9,59
32326,2018/7/28 5:30:26,124,4,12,4,4,10,3
39281,2018/11/5 1:31:47,123,5,11,3,5,20,50
09874,2018/7/6 11:13:39,179,10,18,4,3,7,40
07137,2018/8/26 21:03:53,169,8,14,5,5,22,11
51663,2018/5/30 13:56:41,117,7,9,3,3,12,4
03333,2018/7/2 4:38:33,183,6,16,6,7,0,32
18778,2018/11/8 10:36:16,201,14,15,4,5,5,59
87985,2018/8/18 0:33:20,138,6,11,6,2,22,43
84014,2018/9/6 22:54:03,197,9,13,7,7,2,58
18135,2018/9/11 16:18:02,139,5,15,3,5,22,17
26148,2018/4/11 19:13:57,162,10,10,4,6,18,32
85075,2018/9/26 6:30:32,118,5,9,4,4,9,6
79454,2018/1/22 20:42:12,140,7,11,3,6,22,13
30085,2018/8/8 22:07:43,179,11,12,5,5,12,5
91066,2018/9/23 14:29:46,184,11,17,5,2,16,7
88627,2018/9/26 20:02:05,202,11,15,7,4,19,9
57749,2017/12/2 2:29:00,132,5,10,4,6,9,32
97634,2018/4/24 11:36:03,129,5,15,3,3,23,3
24499,2018/8/14 13:12:10,202,16,13,3,6,21,12
49456,2018/2/3 19:42:24,194,10,14,6,6,22,32
12484,2017/12/14 8:36:05,233,12,17,6,9,19,14
71751,2018/7/26 12:22:37,186,13,9,4,8,21,57
00951,2018/5/17 16:38:18,153,10,7,5,5,16,17
81146,2018/6/10 18:16:23,165,13,6,6,3,3,18
60079,2018/6/14 23:33:28,133,11,7,3,3,9,2
85710,2018/1/29 14:04:22,148,6,12,8,0,3,10
89024,2018/6/23 3:05:03,155,2,20,6,3,15,34
30289,2017/11/27 0:24:44,147,8,8,4,7,19,47
13142,2018/10/31 18:30:14,134,8,17,1,2,8,2
57538,2018/3/15 6:08:48,134,7,14,2,4,5,25
45672,2018/8/10 8:58:43,259,11,13,12,9,5,57
69125,2018/10/12 3:51:03,196,9,12,8,6,12,45
58211,2018/10/14 21:34:07,148,7,5,7,6,18,40
89414,2017/11/26 3:10:54,128,3,17,4,2,2,56
65551,2018/10/28 18:01:42,163,7,12,6,5,10,2
30874,2018/9/13 22:33:06,192,8,15,8,4,13,1
90558,2018/5/30 16:20:59,149,12,9,2,5,7,22
10168,2018/7/7 16:08:51,203,8,17,9,3,6,52
96027,2018/3/31 8:45:01,138,6,19,2,2,8,58
17982,2018/7/16 11:59:32,117,5,10,4,3,21,7
88952,2018/5/9 23:57:44,237,14,20,6,5,11,49
15510,2018/11/10 2:38:57,219,11,14,4,13,16,5
39697,2018/9/28 22:24:54,149,7,17,3,3,1,23
18253,2017/12/23 9:44:18,120,8,5,4,4,8,22
19628,2018/7/5 4:13:46,148,8,12,4,4,18,22
16017,2018/7/22 22:39:34,123,7,14,0,5,6,0
89779,2018/5/5 2:52:52,151,7,14,6,1,7,8
12363,2018/2/16 6:57:49,112,4,7,5,4,7,48
31289,2018/1/20 0:03:57,146,11,9,3,4,16,10
71526,2018/9/2 17:43:16,176,9,12,8,2,11,1
22254,2018/11/1 15:58:30,158,13,11,2,4,8,4
85153,2018/4/19 8:03:48,125,5,16,2,3,17,11
96928,2018/6/25 13:08:11,140,7,14,4,2,1,26
52007,2018/4/15 3:34:20,194,11,9,9,4,17,11
46665,2018/1/11 0:51:29,162,9,16,3,4,11,38
54806,2018/10/14 14:49:23,171,8,13,7,3,13,54
24358,2018/5/27 9:29:19,173,13,8,6,3,15,49
19625,2018/3/6 2:23:24,174,8,17,6,2,13,11
74272,2018/1/29 19:16:12,153,6,11,6,5,3,9
20758,2018/9/19 6:37:43,166,9,9,7,4,22,28
10495,2018/10/31 9:49:18,174,8,18,3,6,13,34
84899,2018/4/24 21:22:44,210,11,14,6,8,9,14
50778,2018/9/3 2:03:07,155,11,10,3,5,13,22
84876,2018/3/17 7:53:10,159,7,13,5,5,4,40
44620,2018/9/4 6:15:08,76,6,4,3,0,23,48
89444,2018/6/18 1:56:44,144,5,13,4,6,16,23
87226,2018/7/11 19:29:10,172,10,17,3,4,17,39
58044,2018/5/17 21:05:12,152,10,10,4,4,9,23
01994,2017/11/21 16:58:16,162,8,13,4,6,11,45
96391,2018/1/16 16:30:33,118,9,7,2,4,20,15
39877,2018/4/6 21:44:07,112,5,10,4,2,6,58
17415,2018/4/26 4:51:49,169,9,13,6,3,23,51
48981,2018/8/29 2:07:00,186,11,13,6,4,11,21
14560,2018/6/27 14:37:01,126,5,8,8,0,6,16
15638,2018/10/10 0:32:32,112,7,7,4,2,3,11
73589,2018/10/5 7:32:31,193,7,24,5,3,21,59
17757,2018/7/3 14:23:21,124,3,14,5,2,20,11
41645,2018/4/17 2:57:58,142,6,11,4,6,16,43
72525,2018/4/2 2:09:39,155,9,9,5,5,23,48
72606,2017/12/30 1:04:06,168,10,16,3,4,18,15
87169,2018/10/13 21:03:55,161,10,10,7,1,2,52
01832,2018/2/19 1:00:23,188,11,12,8,2,3,21
18770,2018/1/28 3:43:53,154,7,17,3,4,8,50
66612,2018/5/14 22:55:10,166,11,11,2,8,3,6
26214,2018/7/27 19:06:01,179,8,15,7,3,20,26
78396,2018/1/25 22:59:32,162,10,19,2,2,11,9
75962,2018/9/15 18:51:08,212,15,13,5,6,18,30
45341,2018/7/2 16:13:54,156,10,10,2,8,15,40
89861,2018/3/30 18:31:27,136,6,12,4,4,6,14
00676,2018/11/16 4:10:06,127,4,10,6,3,21,6
48972,2018/10/29 1:53:02,158,10,9,4,6,10,11
82983,2018/4/20 14:46:16,143,6,11,6,3,21,55
85638,2018/1/5 9:01:33,136,8,7,5,4,7,22
32284,2018/6/30 8:21:33,174,9,7,9,4,22,6
93682,2018/8/20 14:02:32,188,6,9,12,4,1,20
66070,2018/5/4 15:24:34,202,11,15,7,4,4,17
67964,2018/7/6 22:27:56,179,10,14,6,3,10,54
89558,2018/7/8 6:09:45,143,4,10,8,3,11,30
74179,2018/7/19 8:18:35,169,11,10,6,3,10,49
28217,2018/1/12 13:13:15,180,8,14,7,4,2,59
83532,2018/9/23 11:01:19,189,8,14,10,1,22,19
26380,2017/12/3 23:13:56,198,9,14,6,8,19,3
18254,2017/12/7 17:03:04,128,8,7,4,4,20,42
54641,2018/8/1 19:56:00,170,9,15,7,0,20,21
14355,2018/7/6 19:35:02,179,9,16,7,1,15,22
98993,2018/6/30 17:08:29,144,10,6,5,4,13,41
78011,2017/12/31 10:21:42,148,10,5,6,4,0,8
10649,2018/1/16 17:51:05,162,7,11,7,4,18,6
06408,2018/2/22 11:07:27,203,11,12,8,5,11,25
86111,2018/1/3 11:55:05,196,14,17,3,4,3,17
39063,2018/11/4 2:00:06,161,8,14,4,5,22,11
75719,2018/1/1 15:27:27,62,0,11,1,2,13,49
08209,2018/4/3 8:30:36,112,4,12,5,0,12,11
71013,2018/8/10 14:17:11,111,4,12,3,3,14,51
22600,2018/8/18 0:15:50,216,8,13,12,4,22,22
66591,2018/6/22 8:10:48,96,3,9,4,2,4,51
73883,2018/10/30 18:50:47,198,11,13,5,8,20,53
43902,2018/11/19 8:10:12,192,11,14,5,6,14,26
36339,2018/11/6 7:20:35,177,8,14,6,5,12,59
36279,2018/9/1 8:42:12,159,10,8,4,7,15,38
17907,2018/4/22 5:34:38,126,10,7,1,6,5,48
57006,2018/6/9 9:28:19,122,5,8,5,4,11,8
62319,2017/12/16 20:27:19,204,11,16,8,2,3,31
75972,2018/9/3 3:37:03,169,7,16,6,3,0,12
09269,2017/12/29 11:14:59,209,10,10,8,9,18,18
67004,2018/5/31 23:33:28,164,10,15,3,4,18,26
08111,2018/9/5 23:09:26,163,9,14,6,1,4,16
62888,2018/4/22 21:41:43,193,5,18,7,7,19,55
29757,2018/6/21 6:24:21,123,7,11,4,1,3,4
36847,2018/8/17 3:44:05,138,8,18,1,2,6,50
72917,2018/8/2 16:29:59,124,7,8,5,2,10,26
09113,2018/7/20 6:08:08,191,10,12,6,7,12,14
28790,2018/4/21 4:10:23,134,7,10,4,4,18,56
33840,2018/6/23 13:00:07,159,6,17,5,3,17,33
80157,2018/7/6 8:09:59,148,10,11,3,4,7,30
20599,2018/2/2 18:39:16,139,7,8,5,5,22,49
22002,2018/4/15 16:17:34,167,4,14,9,3,22,37
94418,2018/1/26 9:02:33,146,10,8,3,6,19,50
93251,2018/8/28 13:05:38,174,7,20,4,4,1,9
33292,2018/4/27 22:09:20,127,5,12,3,5,3,22
94908,2018/1/11 0:32:59,136,6,11,2,8,22,55
87875,2018/5/1 13:57:13,185,13,17,3,3,7,14
60895,2018/11/7 21:47:44,176,7,12,7,6,16,36
77372,2018/1/31 16:32:03,116,8,6,3,4,11,3
61756,2018/9/25 12:04:44,133,3,17,4,3,15,4
88316,2018/5/25 10:35:04,144,6,16,3,4,15,23
92211,2018/8/5 16:44:33,146,5,16,4,4,3,39
57582,2018/3/26 0:55:37,120,7,11,3,2,7,4
95070,2018/8/12 21:20:43,206,10,19,5,6,22,25
00616,2017/12/31 16:04:52,137,3,14,6,3,23,55
69464,2018/8/12 8:31:48,156,7,8,4,10,1,59
18009,2018/6/4 8:55:40,181,9,16,6,3,19,2
98881,2018/3/11 19:45:42,136,7,11,5,2,8,36
06294,2018/8/1 10:31:51,145,6,7,7,5,5,41
53787,2018/2/20 7:22:31,165,7,13,7,3,10,56
67912,2018/8/7 3:56:35,201,11,18,6,3,22,58
59015,2018/1/18 11:47:52,208,10,13,7,8,23,5
04071,2018/3/26 11:39:48,163,4,17,7,3,18,47
71842,2018/1/29 13:47:15,141,11,8,1,7,4,27
65250,2018/10/11 12:09:56,165,9,13,3,7,2,18
08549,2018/9/3 17:04:20,148,7,15,2,6,4,18
70617,2018/3/2 1:36:43,132,7,10,5,2,9,35
25080,2018/4/23 23:00:16,201,10,13,8,5,2,44
02427,2018/2/21 13:06:44,220,14,15,7,4,4,12
09329,2018/9/1 6:40:04,155,6,12,7,3,16,41
72700,2018/9/6 10:38:11,145,5,13,6,3,4,25
56489,2018/1/7 12:28:01,226,14,10,9,6,22,58
76845,2018/6/20 23:02:43,148,10,9,4,4,20,39
11710,2018/5/25 18:18:09,134,5,15,3,4,19,39
64403,2018/9/6 4:08:38,140,10,11,2,4,18,34
36543,2017/12/20 15:18:05,159,8,11,4,7,8,35
04641,2018/5/4 8:57:18,212,9,12,10,6,5,37
98467,2017/12/8 20:48:33,137,8,9,6,1,17,42
43400,2018/1/3 7:37:55,138,7,11,4,4,2,23
76503,2018/2/20 14:07:24,161,11,12,4,3,2,38
40546,2018/7/6 13:35:45,159,8,9,5,7,17,57
46976,2018/9/9 20:49:40,167,4,18,7,3,7,27
50540,2018/7/24 17:16:14,173,7,13,8,3,17,6
11867,2018/7/10 14:35:57,129,9,11,2,3,11,51
61621,2018/7/17 15:33:25,127,6,11,4,3,12,9
32616,2018/10/31 19:44:33,125,9,6,4,3,10,53
15917,2018/11/11 4:14:48,114,3,16,4,0,16,59
44371,2018/5/5 13:40:20,185,10,15,5,5,18,43
11789,2018/3/31 22:34:09,223,13,8,11,5,20,48
40790,2018/2/27 14:55:59,118,8,11,2,2,5,26
75862,2018/8/15 14:52:18,156,7,12,7,2,10,2
61176,2017/12/6 19:33:37,135,5,14,3,5,9,49
23546,2018/8/17 23:33:09,181,9,14,7,3,0,15
93804,2017/11/29 3:30:32,142,8,9,6,2,7,25
84003,2018/2/13 14:44:13,170,7,7,5,12,21,13
33231,2018/3/2 3:38:17,181,8,19,4,5,10,45
99284,2018/8/9 4:07:24,111,3,8,7,1,13,12
67603,2018/6/26 10:16:27,153,5,14,4,7,5,57
05667,2017/12/30 6:56:57,156,10,13,3,4,10,35
38451,2018/2/12 19:29:33,167,12,12,4,3,14,26
87019,2018/6/18 14:29:34,151,6,12,4,7,0,47
51841,2018/1/27 12:47:34,169,11,12,5,3,11,36
41229,2018/5/19 4:44:22,195,11,14,6,5,19,48
99554,2018/7/25 9:21:36,92,6,7,1,4,16,23
68088,2018/10/31 11:21:26,166,6,5,10,6,7,16
18089,2018/11/13 3:36:12,217,9,16,8,7,13,16
06141,2018/5/19 16:02:10,132,6,15,2,4,20,12
71637,2018/8/31 21:31:09,119,7,8,5,1,12,35
45633,2018/8/1 23:09:34,174,12,15,4,2,10,53
64321,2018/5/12 9:41:37,133,5,9,4,7,7,12
94817,2018/1/14 1:02:08,139,4,13,6,3,9,52
41372,2018/7/6 15:24:20,107,6,10,2,3,10,24
03380,2018/10/28 18:36:18,141,8,10,6,1,6,12
34488,2018/7/26 4:26:11,146,4,15,4,6,9,35
74846,2018/3/25 18:49:09,129,10,10,3,1,18,21
26253,2018/1/2 23:32:18,200,8,16,6,8,2,5
23192,2018/5/4 14:08:54,176,4,15,9,4,13,3
78335,2018/7/15 1:45:28,147,7,12,4,5,2,40
11742,2018/2/6 13:45:12,138,6,9,7,2,17,6
67623,2018/4/11 2:31:27,103,4,10,3,3,10,36
45252,2018/6/8 4:20:12,207,10,15,9,3,19,28
31957,2018/10/26 14:42:11,124,6,13,2,4,12,52
85797,2018/1/6 1:40:25,121,5,13,3,3,13,33
96431,2018/1/15 10:34:52,182,14,7,5,6,13,15
29580,2018/1/20 3:34:34,174,13,13,3,4,23,37
39627,2017/12/12 12:40:52,141,11,7,4,3,20,35
58132,2018/4/16 7:49:59,108,5,11,3,2,20,56
27971,2018/7/27 2:23:07,173,12,12,6,1,19,38
16265,2018/6/14 23:11:06,178,8,16,7,2,18,12
62710,2018/3/9 10:41:58,135,8,14,2,3,15,33
70219,2018/9/5 20:07:19,151,11,10,5,1,23,41
53803,2018/4/26 8:47:06,177,9,15,6,3,19,23
48164,2018/3/15 7:27:45,215,12,11,8,7,6,29
80917,2018/4/18 10:21:31,145,4,16,4,5,18,12
23485,2018/6/5 10:22:08,142,6,14,5,2,12,52
58382,2018/10/31 9:21:29,114,6,9,4,2,6,47
92914,2018/9/3 22:11:05,169,9,11,7,3,5,42
34121,2018/3/28 0:25:52,148,3,12,9,2,19,13
42774,2018/6/23 0:42:33,115,6,8,4,3,22,7
16909,2018/2/11 12:52:47,134,7,14,2,4,9,24
46983,2018/11/13 14:27:31,168,14,8,4,4,8,7
31084,2018/7/1 10:29:08,159,8,15,2,7,23,30
53427,2018/10/17 10:44:59,213,13,9,8,7,14,12
77181,2018/6/19 1:29:04,203,7,15,7,9,2,7
19381,2018/8/2 9:02:59,154,9,10,5,4,15,16
09732,2018/3/27 18:04:51,112,6,12,1,4,4,13
03943,2017/12/30 5:13:51,100,6,10,3,0,20,15
64004,2018/1/14 8:45:24,111,7,12,2,1,19,25
13045,2018/9/5 10:51:31,162,11,7,6,4,2,59
16124,2017/12/1 23:23:50,150,13,7,3,4,18,44
72484,2018/2/27 17:56:58,132,4,4,9,4,7,40
62904,2018/7/24 11:58:06,126,4,15,4,2,3,52
79854,2018/5/9 17:39:43,170,6,13,9,2,17,13
10528,2018/8/5 4:46:55,142,7,16,2,4,2,40
14471,2018/6/1 20:01:26,199,11,11,8,5,11,58
70112,2018/2/27 2:07:47,199,12,13,5,7,14,45
18850,2018/3/20 6:33:01,97,5,7,3,3,8,57
10934,2018/6/18 23:16:57,179,4,19,8,3,21,15
88948,2018/2/10 7:04:44,170,9,12,6,4,7,34
49585,2017/12/22 12:52:12,135,3,15,4,5,12,1
95995,2017/12/15 19:27:11,118,6,5,4,6,22,5
58419,2018/11/9 16:02:38,163,12,11,4,3,21,44
42303,2018/3/11 14:10:55,155,5,15,5,5,16,3
78922,2018/10/13 0:23:58,164,6,12,5,8,6,16
57049,2018/8/10 21:21:48,134,6,12,5,2,22,32
16261,2017/12/31 6:11:19,214,12,11,6,10,4,13
44576,2018/2/3 9:16:06,140,10,11,2,4,19,38
52216,2018/3/30 20:01:25,140,4,18,3,4,21,47
44154,2018/2/12 23:10:21,147,13,7,2,5,1,30
52503,2018/8/3 14:22:11,156,7,20,3,2,19,8
60451,2018/6/23 4:27:41,163,10,10,6,3,22,14
84482,2018/4/10 3:21:05,166,7,7,7,8,13,38
04127,2018/5/4 23:35:17,175,14,11,4,3,11,12
96045,2018/2/18 23:16:05,120,7,6,3,6,17,45
71410,2018/2/5 18:48:47,135,11,8,4,1,4,29
24428,2018/5/13 15:30:33,176,9,14,7,2,22,30
89764,2018/3/2 6:52:39,182,12,11,7,2,10,15
76270,2018/2/19 8:10:18,141,8,11,3,5,11,34
80178,2018/8/29 1:38:21,176,10,14,5,4,5,40
95725,2018/1/3 18:56:24,170,11,11,5,4,19,2
16005,2018/11/2 7:04:11,154,7,11,6,4,0,45
69299,2018/3/11 4:29:54,161,10,11,4,5,6,40
31673,2018/7/26 17:59:56,207,8,16,10,3,18,3
33273,2018/3/26 18:19:01,182,14,12,5,2,8,3
42478,2018/6/19 0:22:55,155,9,14,5,1,17,30
31125,2018/5/6 19:55:43,168,11,16,1,6,21,51
89013,2018/3/3 7:05:02,133,10,9,4,1,10,44
06918,2017/12/23 22:44:56,175,5,14,8,5,12,47
15991,2018/9/3 9:24:29,110,5,13,1,4,14,37
19513,2018/3/29 23:18:20,170,10,14,3,6,10,49
73737,2018/11/19 4:16:03,215,16,17,2,7,13,24
44347,2018/6/11 15:01:41,126,6,12,4,2,6,25
18627,2018/8/28 9:11:18,136,9,10,4,2,0,48
28982,2018/8/22 15:28:58,196,8,12,10,4,14,34
17656,2018/8/25 16:28:21,146,6,15,5,2,5,9
50578,2018/2/3 9:13:54,165,8,13,5,5,23,37
96244,2018/2/28 15:23:25,173,11,15,4,3,3,9
72833,2017/12/2 19:19:57,181,11,13,6,3,20,27
89515,2018/2/18 15:24:34,117,6,9,5,1,20,41
50772,2018/4/5 0:16:47,179,8,10,7,7,20,5
03502,2018/11/2 19:00:42,165,7,15,6,3,7,31
71635,2018/5/7 20:14:08,162,4,13,7,6,13,37
03795,2017/11/26 23:23:14,111,4,8,5,3,9,2
29701,2018/2/11 13:34:50,133,4,17,2,5,14,8
92889,2018/8/4 6:45:43,174,11,16,3,4,14,2
09971,2018/7/17 10:57:14,200,11,21,5,2,16,42
55997,2018/6/20 4:09:51,162,13,14,1,4,20,20
93351,2018/7/24 0:32:32,165,10,8,6,5,19,44
11304,2018/9/7 4:41:30,175,5,14,8,5,12,12
43111,2018/6/28 12:50:16,153,7,7,6,7,13,4
52670,2018/7/17 9:59:03,151,6,13,6,3,14,41
80176,2018/8/2 4:18:20,150,9,13,3,4,11,40
72850,2017/12/27 23:36:54,163,12,11,4,3,21,49
80630,2018/7/18 21:15:07,145,9,11,4,3,19,31
58530,2018/1/4 0:55:40,235,14,17,6,7,4,29
22824,2018/8/31 5:01:57,214,10,13,9,6,4,36
64270,2018/2/14 5:20:40,182,12,11,7,2,17,52
38834,2018/7/16 2:54:48,185,10,13,6,5,22,20
53019,2018/5/30 3:30:41,167,7,9,8,5,15,46
00417,2018/10/21 9:57:37,168,12,13,3,4,8,32
16735,2018/11/13 11:45:23,133,5,8,7,3,0,41
98935,2018/7/30 3:20:51,128,3,8,6,6,20,31
00110,2018/8/23 15:12:24,132,4,8,7,4,20,37
08963,2018/7/24 0:13:09,181,13,10,6,3,4,10
01501,2018/10/18 8:34:24,188,13,10,5,6,11,42
60657,2018/2/4 12:36:50,141,13,8,2,3,21,54
57124,2018/9/22 13:47:16,101,6,7,4,1,11,22
03093,2018/9/3 2:58:50,141,11,9,3,3,1,20
64233,2018/9/10 13:40:20,203,11,12,8,5,9,42
50601,2018/2/1 5:53:57,154,9,10,5,4,14,14
18819,2018/5/12 11:45:04,168,5,10,6,10,13,45
31678,2018/7/23 11:29:36,157,11,11,4,3,2,15
47420,2018/5/8 0:17:05,140,8,12,3,4,10,27
66610,2018/8/16 17:44:13,151,9,14,2,5,10,28
11826,2018/5/17 3:08:08,157,9,13,2,7,21,26
47315,2017/12/9 3:45:23,210,13,15,4,8,8,16
52329,2018/3/16 8:00:13,154,9,12,4,4,9,36
48900,2018/6/17 6:00:26,162,7,14,3,8,23,49
23074,2018/11/3 7:43:11,146,3,13,7,4,21,54
13920,2018/6/1 0:32:20,150,5,8,6,8,9,28
21492,2018/4/20 0:10:24,144,7,15,4,2,0,41
58779,2018/9/12 14:53:31,128,6,11,6,0,19,32
92938,2018/4/13 13:38:48,182,10,9,7,6,10,4
13723,2018/1/22 8:59:46,124,7,12,3,2,17,19
27812,2017/12/22 11:32:03,224,14,14,8,4,19,0
49582,2018/5/22 10:58:25,142,6,13,3,6,13,50
62017,2018/2/14 22:17:34,183,8,21,2,7,0,18
54926,2018/2/27 5:14:06,152,8,9,6,4,10,7
42405,2018/6/15 2:05:59,117,5,7,3,7,23,17
67146,2018/3/1 10:01:14,102,5,7,3,4,16,21
85402,2018/11/5 22:40:05,150,4,10,7,6,9,45
89763,2018/5/18 9:38:12,129,5,13,4,3,5,17
57360,2018/7/25 12:58:29,188,7,14,10,2,1,46
38421,2018/4/1 20:49:17,194,7,13,10,4,13,58
19758,2018/5/2 21:30:39,146,7,7,7,4,4,58
49045,2018/5/22 2:16:51,148,8,16,2,4,18,38
32422,2018/9/22 18:06:01,144,6,8,7,4,8,10
42071,2018/4/20 21:08:39,123,8,5,5,3,21,9
45318,2018/10/21 8:58:57,193,10,13,7,5,6,3
82255,2018/6/26 7:35:03,138,5,10,6,4,19,36
74285,2018/5/31 15:53:00,149,11,13,2,3,19,11
65895,2018/1/10 8:48:54,137,5,15,4,3,19,20
99781,2018/5/28 12:41:03,183,8,14,8,3,15,14
72363,2018/10/26 18:28:29,117,10,7,3,1,19,14
77209,2018/5/3 15:53:10,159,8,14,5,3,6,42
03394,2018/3/17 14:06:45,148,9,10,3,6,3,5
91771,2018/10/13 12:04:34,135,5,8,6,5,4,52
50331,2018/6/28 16:15:36,155,3,12,8,5,21,48
58649,2018/3/12 23:16:11,151,6,11,7,3,13,48
59493,2018/5/13 11:11:31,115,11,7,2,1,3,50
00032,2018/2/16 13:08:51,167,9,10,6,5,7,9
65622,2018/3/30 14:21:06,152,10,14,2,4,16,51
04530,2018/4/27 2:45:34,129,6,18,2,1,23,18
08341,2018/4/11 2:09:46,159,5,18,4,5,1,22
70769,2018/5/31 8:12:56,173,10,15,6,1,12,33
92910,2018/10/13 23:41:34,124,5,12,2,6,5,21
84540,2018/9/23 15:11:38,173,12,8,8,1,20,53
99838,2018/4/13 13:25:41,185,7,17,5,7,12,28
41185,2018/3/5 10:44:47,206,14,9,7,6,4,33
96589,2018/8/23 22:00:08,156,8,10,6,4,7,1
32118,2018/5/17 16:09:09,151,10,13,3,3,5,3
58285,2018/5/9 7:27:00,164,8,12,6,4,5,18
19405,2018/10/20 22:57:10,154,11,15,1,4,4,59
60922,2018/2/16 17:52:59,168,11,11,6,2,8,35
96239,2018/1/26 18:22:17,153,6,15,4,5,1,54
77765,2018/5/20 19:35:25,193,13,12,4,7,16,38
51689,2017/12/30 13:14:57,138,7,9,5,4,16,9
50006,2018/7/6 2:13:49,117,4,11,3,5,15,38
48652,2018/3/9 8:02:59,173,12,15,2,5,7,9
18155,2018/4/16 6:06:25,119,5,11,5,1,20,31
52540,2018/2/1 10:57:26,151,6,21,2,3,8,57
55614,2018/11/4 5:11:11,178,9,14,6,4,9,59
59712,2017/12/25 7:01:41,95,7,6,3,1,19,45
41612,2018/4/9 4:57:55,175,8,18,5,3,4,27
58036,2018/1/4 10:35:59,149,4,16,7,1,13,59
08940,2018/5/8 17:32:02,147,5,9,7,5,10,2
55033,2018/8/4 17:41:52,127,9,4,4,5,14,35
21228,2018/10/9 3:14:09,177,6,16,4,9,21,34
53955,2018/6/21 16:17:32,184,8,19,5,4,7,17
73770,2018/10/5 4:26:51,148,11,9,2,6,20,56
70814,2018/3/7 6:08:16,150,8,11,6,2,2,17
90587,2018/8/10 21:20:41,117,5,10,4,3,17,57
84720,2018/4/6 7:51:36,162,9,8,7,4,12,7
84962,2018/10/14 11:23:03,178,11,13,5,4,15,30
32527,2017/12/9 15:16:26,162,7,7,9,4,10,15
79109,2018/3/8 14:40:01,133,6,14,2,5,16,49
21412,2018/10/15 1:31:11,117,8,7,2,5,15,21
91607,2018/2/25 10:20:17,210,11,13,9,4,1,52
60757,2017/11/28 22:57:34,143,7,9,5,5,20,10
12907,2018/1/29 14:14:29,180,11,12,7,2,7,37
64649,2018/3/18 23:10:24,135,11,12,2,1,7,26
